customer_id,age,gender,city,membership_level,join_date,lifetime_value
5067,62,Female,Mumbai,Gold,13-02-2021,4884
5068,61,Male,Delhi,Silver,12-01-2023,1720
5069,28,Female,Hyderabad,Gold,29-12-2022,2590
5070,59,Female,Bangalore,Gold,01-09-2021,9297
5071,64,Male,Kolkata,Gold,09-01-2021,1317
5072,22,Male,Kolkata,Silver,01-02-2023,7500
5073,42,Male,Chennai,Platinum,13-12-2022,9916
5074,54,Male,Mumbai,Silver,26-04-2023,4921
5075,51,Male,Mumbai,Platinum,20-03-2021,6341
5076,26,Female,Kolkata,Platinum,27-01-2023,3280
5077,23,Male,Delhi,Gold,09-07-2021,8139
5078,35,Female,Mumbai,Gold,27-03-2021,4977
5079,31,Female,Delhi,Silver,30-04-2022,7465
5080,36,Female,Delhi,Silver,28-09-2021,4001
5081,31,Male,Delhi,Silver,13-02-2023,7257
5082,57,Male,Delhi,Gold,28-05-2022,7710
5083,34,Male,Chennai,Platinum,20-01-2021,8299
5084,52,Male,Chennai,Silver,04-05-2022,6281
5085,46,Male,Kolkata,Platinum,21-07-2023,3827
5086,59,Male,Chennai,Gold,10-05-2021,4580
5087,34,Female,Hyderabad,Gold,18-04-2023,5579
5088,60,Male,Mumbai,Gold,09-02-2023,2742
5089,25,Female,Hyderabad,Gold,05-10-2022,4650
5090,18,Female,Chennai,Platinum,07-01-2021,7160
5091,62,Male,Mumbai,Platinum,02-05-2023,399
5092,53,Male,Mumbai,Silver,23-01-2023,7196
5093,24,Male,Delhi,Platinum,05-12-2022,2383
5094,63,Male,Kolkata,Platinum,26-07-2023,5243
5095,22,Male,Delhi,Platinum,06-11-2021,4236
5096,41,Male,Delhi,Silver,20-03-2023,5212
5097,45,Female,Hyderabad,Platinum,19-09-2022,8034
5098,60,Female,Chennai,Platinum,20-06-2023,3693
5099,34,Female,Hyderabad,Platinum,18-04-2022,4172
5100,54,Female,Chennai,Gold,12-04-2021,9756
5101,37,Female,Hyderabad,Platinum,04-12-2021,2052
5102,20,Female,Mumbai,Silver,15-11-2021,8779
5103,54,Male,Chennai,Silver,28-05-2022,1862
5104,43,Male,Chennai,Silver,25-01-2021,7789
5105,32,Male,Hyderabad,Silver,22-12-2022,412
5106,25,Female,Bangalore,Gold,06-03-2022,4855
5107,30,Female,Mumbai,Silver,23-05-2021,8949
5108,20,Female,Mumbai,Gold,10-12-2022,3319
5109,18,Male,Bangalore,Gold,19-10-2022,6845
5110,26,Male,Hyderabad,Gold,29-05-2021,2891
5111,48,Male,Hyderabad,Silver,24-11-2022,2194
5112,58,Female,Mumbai,Silver,24-02-2021,5248
5113,43,Female,Hyderabad,Gold,16-04-2022,674
5114,34,Female,Kolkata,Gold,29-12-2021,8433
5115,51,Male,Kolkata,Silver,12-10-2022,4192
5116,26,Female,Bangalore,Platinum,28-07-2021,5023
5117,30,Male,Chennai,Platinum,04-07-2021,3717
5118,22,Male,Kolkata,Platinum,06-03-2021,2468
5119,58,Male,Hyderabad,Silver,03-07-2022,1139
5120,30,Male,Bangalore,Silver,22-04-2021,4638
5121,18,Male,Kolkata,Gold,20-09-2021,6498
5122,42,Male,Delhi,Silver,17-03-2021,3185
5123,64,Male,Bangalore,Silver,23-10-2021,5189
5124,21,Female,Mumbai,Silver,27-06-2021,6228
5125,53,Male,Kolkata,Gold,05-02-2023,9756
5126,27,Female,Mumbai,Gold,01-01-2021,9242
5127,45,Male,Bangalore,Platinum,28-05-2021,8622
5128,23,Male,Kolkata,Platinum,26-05-2023,2699
5129,44,Male,Mumbai,Silver,02-11-2022,7820
5130,29,Female,Chennai,Silver,16-04-2023,4504
5131,20,Male,Chennai,Gold,13-09-2023,3103
5132,63,Male,Delhi,Platinum,19-02-2023,7963
5133,50,Female,Hyderabad,Platinum,24-10-2022,8164
5134,27,Female,Bangalore,Platinum,09-05-2021,9630
5135,48,Female,Hyderabad,Silver,30-09-2022,2274
5136,32,Female,Hyderabad,Silver,28-05-2022,8025
5137,24,Male,Mumbai,Silver,18-06-2023,2265
5138,53,Male,Delhi,Gold,21-09-2022,9021
5139,31,Female,Bangalore,Platinum,30-08-2023,3408
5140,31,Male,Chennai,Gold,17-05-2022,4874
5141,20,Female,Hyderabad,Platinum,29-05-2021,9294
5142,63,Female,Mumbai,Silver,26-09-2021,9445
5143,20,Female,Hyderabad,Gold,02-12-2022,322
5144,39,Male,Kolkata,Gold,15-10-2022,1156
5145,36,Female,Chennai,Silver,15-04-2021,5296
5146,52,Male,Hyderabad,Platinum,11-04-2022,1186
5147,29,Male,Kolkata,Platinum,03-02-2023,9643
5148,22,Male,Kolkata,Platinum,18-07-2023,4633
5149,27,Female,Mumbai,Platinum,21-06-2023,1190
5150,58,Male,Mumbai,Silver,08-10-2021,8125
5151,50,Female,Kolkata,Silver,11-02-2022,5756
5152,30,Male,Delhi,Silver,06-05-2023,9293
5153,52,Male,Hyderabad,Silver,05-09-2022,7025
5154,49,Male,Kolkata,Gold,05-03-2023,4909
5155,28,Female,Kolkata,Gold,19-06-2023,8173
5156,55,Female,Mumbai,Gold,24-12-2021,3780
5157,41,Female,Hyderabad,Silver,06-11-2022,3002
5158,52,Female,Bangalore,Platinum,22-07-2021,2404
5159,36,Male,Chennai,Gold,04-09-2022,1071
5160,23,Male,Mumbai,Gold,08-10-2021,3024
5161,57,Female,Hyderabad,Silver,05-07-2023,6295
5162,62,Female,Hyderabad,Platinum,14-09-2021,3603
5163,61,Female,Delhi,Platinum,04-04-2021,6353
5164,59,Female,Chennai,Platinum,20-11-2021,5750
5165,52,Male,Mumbai,Silver,02-03-2023,4082
5166,21,Female,Mumbai,Platinum,09-01-2023,3407
5167,50,Female,Bangalore,Gold,28-12-2021,3297
5168,30,Male,Delhi,Gold,24-10-2022,3278
5169,53,Female,Delhi,Gold,17-12-2021,2838
5170,60,Male,Hyderabad,Silver,03-03-2021,5751
5171,36,Female,Hyderabad,Platinum,03-10-2022,3146
5172,60,Male,Mumbai,Silver,06-07-2021,3671
5173,29,Female,Bangalore,Platinum,03-08-2022,4502
5174,28,Female,Mumbai,Silver,04-07-2023,1824
5175,23,Female,Kolkata,Gold,26-06-2022,9917
5176,29,Female,Hyderabad,Silver,16-06-2023,1682
5177,44,Female,Kolkata,Silver,31-10-2021,458
5178,58,Male,Bangalore,Silver,26-02-2023,653
5179,42,Female,Mumbai,Gold,01-10-2022,9190
5180,59,Male,Hyderabad,Silver,12-03-2022,4670
5181,20,Male,Bangalore,Silver,01-08-2021,2711
5182,20,Male,Mumbai,Gold,10-02-2022,4370
5183,37,Male,Mumbai,Platinum,29-03-2023,8633
5184,45,Female,Kolkata,Silver,20-08-2023,5336
5185,40,Female,Chennai,Gold,14-05-2021,1912
5186,20,Female,Delhi,Silver,18-08-2023,7626
5187,59,Female,Hyderabad,Gold,06-07-2023,2202
5188,41,Male,Delhi,Platinum,20-09-2023,8351
5189,60,Male,Bangalore,Platinum,04-07-2023,6454
5190,57,Male,Delhi,Silver,07-08-2021,3527
5191,23,Female,Kolkata,Gold,25-02-2022,8888
5192,37,Female,Chennai,Platinum,15-11-2021,8235
5193,28,Female,Hyderabad,Platinum,06-06-2021,3311
5194,49,Female,Mumbai,Gold,07-07-2021,5441
5195,44,Male,Mumbai,Silver,21-04-2022,9118
5196,38,Female,Kolkata,Platinum,11-06-2021,2031
5197,61,Female,Hyderabad,Platinum,09-05-2021,2021
5198,30,Male,Delhi,Platinum,31-10-2021,2016
5199,39,Male,Mumbai,Silver,30-03-2021,291
5200,52,Female,Delhi,Platinum,14-06-2023,3632
5201,64,Female,Kolkata,Gold,06-07-2023,2169
5202,39,Male,Mumbai,Silver,11-06-2021,2584
5203,45,Female,Bangalore,Platinum,11-07-2023,3879
5204,38,Male,Chennai,Gold,05-02-2021,802
5205,63,Male,Delhi,Gold,15-08-2021,627
5206,35,Female,Hyderabad,Silver,31-05-2021,9848
5207,48,Male,Delhi,Gold,16-08-2022,8398
5208,63,Female,Delhi,Silver,16-02-2021,6463
5209,54,Female,Delhi,Silver,17-12-2022,2634
5210,38,Female,Kolkata,Silver,29-07-2023,1573
5211,31,Female,Kolkata,Gold,22-10-2022,9032
5212,42,Male,Hyderabad,Silver,19-08-2021,5362
5213,44,Female,Kolkata,Silver,23-06-2022,7040
5214,57,Female,Hyderabad,Gold,02-12-2022,4011
5215,40,Male,Hyderabad,Silver,14-06-2021,3506
5216,48,Female,Kolkata,Platinum,25-12-2022,8837
5217,64,Female,Mumbai,Gold,31-03-2023,8904
5218,46,Female,Kolkata,Gold,10-08-2022,9381
5219,64,Female,Mumbai,Gold,27-08-2022,6556
5220,47,Male,Bangalore,Platinum,28-07-2022,1601
5221,43,Male,Kolkata,Silver,07-03-2021,745
5222,37,Female,Bangalore,Gold,09-07-2023,2733
5223,55,Male,Kolkata,Gold,21-03-2021,2209
5224,36,Male,Bangalore,Gold,20-05-2021,6101
5225,44,Male,Chennai,Platinum,04-02-2022,4285
5226,42,Male,Bangalore,Platinum,21-07-2023,2415
5227,57,Female,Mumbai,Platinum,10-05-2021,5185
5228,55,Male,Delhi,Silver,12-09-2023,9219
5229,40,Female,Hyderabad,Silver,05-02-2023,2384
5230,46,Female,Bangalore,Platinum,22-03-2022,1475
5231,32,Male,Delhi,Silver,12-04-2023,9908
5232,20,Female,Chennai,Platinum,29-01-2021,9704
5233,27,Male,Chennai,Silver,15-09-2023,5368
5234,32,Female,Mumbai,Silver,21-07-2021,3723
5235,33,Female,Mumbai,Platinum,25-08-2021,8907
5236,34,Male,Bangalore,Gold,22-08-2022,4983
5237,36,Female,Kolkata,Gold,31-08-2022,1219
5238,28,Male,Chennai,Silver,10-03-2023,9687
5239,22,Female,Delhi,Silver,05-12-2021,7798
5240,22,Female,Kolkata,Silver,03-02-2022,1249
5241,31,Male,Chennai,Silver,15-03-2022,2540
5242,43,Male,Bangalore,Silver,16-10-2021,7773
5243,25,Male,Chennai,Silver,09-09-2021,9649
5244,22,Female,Mumbai,Platinum,04-09-2023,2478
5245,24,Male,Delhi,Gold,23-11-2022,3185
5246,33,Male,Delhi,Gold,10-04-2021,5905
5247,31,Male,Mumbai,Platinum,05-07-2023,1344
5248,54,Male,Kolkata,Platinum,08-08-2022,7830
5249,58,Female,Mumbai,Gold,26-02-2022,905
5250,21,Female,Delhi,Gold,05-10-2022,2624
5251,53,Female,Bangalore,Silver,25-11-2022,2134
5252,34,Female,Kolkata,Gold,07-12-2022,2684
5253,64,Female,Hyderabad,Silver,18-01-2021,7196
5254,53,Female,Chennai,Silver,16-04-2022,1945
5255,23,Male,Hyderabad,Gold,30-09-2022,5964
5256,33,Female,Bangalore,Silver,24-12-2022,9361
5257,46,Male,Hyderabad,Silver,07-01-2021,2746
5258,53,Male,Kolkata,Platinum,23-02-2022,5828
5259,55,Male,Delhi,Gold,15-01-2022,977
5260,54,Male,Delhi,Platinum,23-05-2022,9725
5261,27,Female,Bangalore,Silver,24-04-2021,3314
5262,58,Female,Hyderabad,Silver,02-05-2023,3136
5263,53,Female,Kolkata,Platinum,26-05-2022,4310
5264,46,Male,Chennai,Platinum,19-08-2022,1545
5265,31,Female,Hyderabad,Platinum,01-05-2023,2241
5266,21,Female,Hyderabad,Silver,23-05-2023,2874
5267,61,Female,Chennai,Gold,03-09-2023,7704
5268,59,Female,Mumbai,Silver,06-09-2022,9947
5269,53,Female,Bangalore,Platinum,14-04-2022,889
5270,62,Female,Kolkata,Gold,03-04-2021,9926
5271,30,Male,Bangalore,Platinum,07-05-2022,7256
5272,63,Male,Chennai,Silver,08-04-2023,319
5273,35,Female,Kolkata,Gold,12-04-2021,6369
5274,50,Male,Delhi,Gold,08-05-2022,6032
5275,38,Male,Delhi,Silver,02-02-2023,1813
5276,33,Female,Kolkata,Platinum,20-06-2022,7823
5277,32,Male,Bangalore,Platinum,30-04-2022,3233
5278,22,Female,Bangalore,Platinum,16-09-2023,3136
5279,23,Male,Delhi,Silver,24-04-2022,5859
5280,55,Female,Delhi,Platinum,27-05-2023,9541
5281,20,Male,Chennai,Gold,16-06-2021,5267
5282,29,Male,Kolkata,Platinum,20-05-2021,5002
5283,53,Male,Bangalore,Platinum,04-04-2021,3358
5284,50,Male,Chennai,Gold,30-06-2021,9758
5285,53,Female,Bangalore,Gold,30-07-2022,4690
5286,50,Male,Delhi,Platinum,04-01-2021,655
5287,48,Female,Kolkata,Gold,29-08-2022,7843
5288,38,Female,Mumbai,Silver,24-01-2022,4820
5289,44,Male,Kolkata,Gold,29-09-2021,9067
5290,44,Male,Hyderabad,Silver,06-03-2023,9393
5291,25,Female,Mumbai,Gold,12-05-2021,9287
5292,54,Male,Chennai,Silver,07-08-2022,5299
5293,49,Female,Mumbai,Silver,27-03-2023,259
5294,43,Male,Mumbai,Platinum,23-06-2023,6399
5295,19,Female,Chennai,Gold,16-08-2022,6511
5296,29,Male,Kolkata,Gold,27-05-2022,5731
5297,39,Male,Chennai,Gold,17-11-2022,2964
5298,34,Female,Hyderabad,Silver,23-03-2023,7208
5299,24,Female,Delhi,Platinum,21-08-2023,1994
5300,60,Female,Delhi,Gold,14-09-2023,5886
5301,21,Male,Mumbai,Platinum,21-02-2021,3687
5302,54,Male,Chennai,Platinum,17-10-2021,5187
5303,55,Male,Chennai,Silver,22-03-2022,3621
5304,49,Male,Chennai,Gold,25-08-2021,6780
5305,28,Female,Hyderabad,Platinum,28-02-2023,5732
5306,18,Female,Hyderabad,Gold,06-05-2022,1573
5307,42,Male,Kolkata,Gold,07-10-2021,3753
5308,59,Male,Bangalore,Gold,13-02-2021,3872
5309,41,Male,Bangalore,Platinum,01-06-2023,8344
5310,60,Female,Bangalore,Silver,05-02-2023,9474
5311,34,Female,Kolkata,Silver,26-07-2023,9325
5312,25,Male,Chennai,Platinum,14-07-2023,5637
5313,62,Female,Bangalore,Gold,25-12-2021,8363
5314,44,Male,Chennai,Gold,08-10-2022,7646
5315,35,Male,Mumbai,Silver,22-07-2022,8949
5316,44,Female,Bangalore,Platinum,10-06-2022,6165
5317,39,Female,Mumbai,Platinum,21-11-2022,6115
5318,33,Female,Kolkata,Silver,07-04-2022,9934
5319,19,Female,Delhi,Platinum,11-04-2021,6315
5320,22,Male,Hyderabad,Platinum,23-11-2022,5294
5321,35,Female,Kolkata,Silver,11-09-2023,2582
5322,20,Female,Kolkata,Silver,06-04-2022,4298
5323,44,Female,Kolkata,Platinum,08-02-2023,9399
5324,34,Female,Bangalore,Platinum,25-09-2021,9673
5325,33,Male,Mumbai,Silver,02-06-2023,4558
5326,23,Male,Hyderabad,Silver,28-12-2021,8512
5327,24,Female,Bangalore,Gold,12-02-2022,9296
5328,31,Female,Delhi,Platinum,06-02-2021,339
5329,55,Male,Hyderabad,Platinum,13-04-2022,7844
5330,57,Male,Kolkata,Silver,24-08-2023,2015
5331,32,Female,Chennai,Silver,17-12-2022,5608
5332,64,Male,Delhi,Gold,08-09-2023,4501
5333,64,Male,Mumbai,Gold,16-09-2021,7485
5334,50,Male,Delhi,Silver,24-05-2022,9420
5335,60,Male,Bangalore,Platinum,29-10-2022,6978
5336,44,Female,Chennai,Gold,20-01-2023,8736
5337,46,Male,Bangalore,Silver,05-11-2021,2619
5338,54,Male,Hyderabad,Silver,04-09-2022,3435
5339,22,Female,Kolkata,Silver,30-09-2021,2794
5340,46,Female,Kolkata,Platinum,17-09-2022,1587
5341,49,Female,Delhi,Silver,20-04-2021,1183
5342,23,Male,Kolkata,Silver,17-10-2022,2322
5343,19,Female,Kolkata,Platinum,10-11-2022,5619
5344,23,Male,Hyderabad,Silver,17-09-2021,3194
5345,63,Female,Mumbai,Silver,19-10-2022,7256
5346,60,Male,Mumbai,Gold,12-01-2023,7748
5347,21,Female,Bangalore,Silver,26-06-2023,7053
5348,46,Female,Bangalore,Platinum,25-09-2021,3100
5349,42,Male,Mumbai,Gold,01-02-2021,975
5350,26,Female,Delhi,Silver,12-07-2023,5181
5351,20,Female,Mumbai,Platinum,29-07-2023,935
5352,43,Female,Bangalore,Silver,22-03-2023,6977
5353,60,Female,Chennai,Gold,01-01-2023,7953
5354,44,Female,Kolkata,Platinum,26-06-2021,5347
5355,53,Male,Hyderabad,Gold,14-04-2021,1686
5356,49,Male,Chennai,Platinum,24-08-2021,595
5357,18,Female,Chennai,Platinum,03-04-2021,2201
5358,33,Female,Kolkata,Silver,20-07-2021,8755
5359,28,Male,Mumbai,Platinum,22-03-2023,8262
5360,43,Male,Delhi,Platinum,18-06-2023,7468
5361,57,Female,Chennai,Silver,13-01-2023,6077
5362,18,Male,Delhi,Platinum,14-07-2023,4388
5363,43,Female,Hyderabad,Platinum,06-02-2023,4561
5364,45,Female,Hyderabad,Platinum,20-08-2022,6549
5365,26,Female,Hyderabad,Platinum,04-02-2021,6380
5366,61,Female,Bangalore,Silver,27-04-2021,7994
5367,39,Male,Chennai,Silver,19-11-2022,943
5368,25,Male,Hyderabad,Gold,03-04-2022,6362
5369,59,Male,Bangalore,Platinum,16-04-2022,573
5370,44,Female,Hyderabad,Silver,24-07-2023,6105
5371,56,Male,Mumbai,Platinum,12-09-2023,4327
5372,36,Female,Chennai,Silver,09-07-2023,8531
5373,42,Female,Bangalore,Gold,27-02-2023,5889
5374,55,Male,Hyderabad,Platinum,03-02-2022,3220
5375,38,Female,Bangalore,Gold,20-08-2022,3492
5376,41,Female,Hyderabad,Gold,27-04-2021,7076
5377,41,Female,Mumbai,Gold,28-12-2021,7097
5378,36,Male,Delhi,Silver,23-07-2021,5538
5379,64,Female,Hyderabad,Platinum,26-05-2021,1764
5380,19,Male,Delhi,Silver,20-03-2022,257
5381,31,Female,Chennai,Silver,28-12-2022,3696
5382,49,Male,Mumbai,Platinum,09-09-2022,5594
5383,59,Female,Chennai,Platinum,11-05-2023,5342
5384,49,Male,Delhi,Platinum,24-10-2021,3148
5385,45,Male,Mumbai,Platinum,18-05-2023,4673
5386,56,Female,Kolkata,Silver,04-08-2022,8764
5387,57,Female,Mumbai,Platinum,02-05-2022,3334
5388,59,Female,Mumbai,Platinum,13-09-2023,1787
5389,64,Female,Kolkata,Platinum,06-02-2023,9169
5390,57,Male,Bangalore,Gold,19-08-2021,4462
5391,30,Female,Bangalore,Platinum,22-07-2021,6866
5392,29,Male,Bangalore,Platinum,28-12-2021,3878
5393,25,Female,Delhi,Silver,30-01-2022,1198
5394,32,Male,Mumbai,Gold,05-09-2021,8951
5395,43,Male,Hyderabad,Silver,16-03-2022,3543
5396,29,Male,Kolkata,Gold,03-07-2023,3701
5397,60,Female,Hyderabad,Silver,31-01-2022,4214
5398,63,Female,Delhi,Silver,31-01-2023,5307
5399,44,Male,Kolkata,Platinum,18-10-2022,4528
5400,35,Male,Hyderabad,Platinum,06-03-2023,4855
5401,62,Male,Delhi,Gold,22-12-2021,5527
5402,53,Male,Delhi,Gold,05-02-2022,7820
5403,44,Male,Delhi,Gold,29-08-2021,6058
5404,26,Female,Kolkata,Platinum,07-12-2021,5820
5405,56,Male,Hyderabad,Silver,06-06-2023,9312
5406,18,Female,Hyderabad,Gold,17-08-2021,7204
5407,24,Female,Chennai,Platinum,27-06-2022,1442
5408,43,Female,Delhi,Platinum,13-09-2022,7215
5409,24,Male,Bangalore,Silver,20-07-2023,280
5410,24,Male,Mumbai,Silver,23-06-2022,2861
5411,25,Male,Chennai,Platinum,05-05-2023,4998
5412,33,Male,Chennai,Silver,03-11-2022,740
5413,20,Female,Kolkata,Silver,13-06-2022,6145
5414,62,Female,Chennai,Platinum,24-09-2021,7108
5415,27,Female,Hyderabad,Gold,09-05-2021,9666
5416,24,Male,Kolkata,Gold,08-08-2021,2985
5417,38,Male,Kolkata,Platinum,23-03-2021,3686
5418,54,Male,Bangalore,Gold,15-07-2022,3357
5419,48,Male,Delhi,Platinum,07-07-2022,4917
5420,40,Male,Chennai,Platinum,20-01-2021,5536
5421,44,Male,Delhi,Silver,23-11-2021,7365
5422,39,Female,Delhi,Gold,06-02-2021,2443
5423,56,Female,Delhi,Platinum,17-01-2022,9712
5424,44,Male,Kolkata,Gold,01-07-2023,3193
5425,21,Female,Delhi,Gold,08-02-2021,2291
5426,41,Female,Chennai,Gold,19-04-2021,5409
5427,40,Female,Kolkata,Platinum,05-03-2022,7845
5428,36,Female,Chennai,Silver,05-03-2021,5940
5429,59,Male,Kolkata,Gold,24-06-2021,4354
5430,20,Female,Mumbai,Platinum,02-03-2023,8870
5431,44,Male,Mumbai,Gold,01-02-2021,2865
5432,20,Male,Mumbai,Silver,03-08-2023,6218
5433,45,Female,Mumbai,Gold,22-12-2022,1956
5434,34,Male,Kolkata,Platinum,10-06-2023,5913
5435,48,Female,Delhi,Gold,15-06-2022,3320
5436,27,Male,Bangalore,Gold,16-04-2021,5351
5437,39,Male,Hyderabad,Gold,27-04-2022,5805
5438,47,Female,Bangalore,Silver,25-07-2021,2778
5439,38,Female,Mumbai,Gold,04-09-2021,1226
5440,53,Male,Delhi,Platinum,15-04-2023,4673
5441,40,Female,Chennai,Gold,10-11-2022,4867
5442,55,Male,Delhi,Gold,30-03-2021,2154
5443,29,Female,Chennai,Gold,12-11-2021,9956
5444,42,Male,Bangalore,Silver,11-01-2021,786
5445,37,Male,Delhi,Platinum,18-02-2021,884
5446,59,Male,Delhi,Gold,30-06-2023,6242
5447,24,Male,Hyderabad,Platinum,15-06-2023,3468
5448,46,Male,Bangalore,Platinum,06-09-2023,858
5449,46,Female,Delhi,Silver,27-07-2022,1496
5450,30,Male,Chennai,Platinum,20-06-2021,1725
5451,20,Female,Delhi,Gold,23-05-2021,7350
5452,19,Female,Chennai,Silver,26-07-2021,7992
5453,33,Male,Mumbai,Silver,25-09-2023,6804
5454,47,Male,Delhi,Platinum,08-04-2022,5989
5455,55,Female,Chennai,Silver,24-05-2022,7620
5456,23,Male,Bangalore,Platinum,20-07-2021,5953
5457,62,Male,Mumbai,Platinum,05-01-2021,9463
5458,24,Female,Delhi,Silver,30-07-2021,6834
5459,22,Female,Hyderabad,Gold,11-09-2023,5308
5460,24,Female,Chennai,Platinum,29-01-2021,5447
5461,51,Female,Hyderabad,Silver,09-07-2021,8601
5462,49,Female,Delhi,Silver,07-07-2021,823
5463,30,Female,Chennai,Platinum,17-04-2023,5461
5464,47,Male,Delhi,Platinum,06-02-2023,4468
5465,42,Female,Mumbai,Platinum,30-05-2021,6184
5466,38,Female,Mumbai,Platinum,09-06-2022,3949
5467,38,Male,Delhi,Gold,04-08-2023,4742
5468,45,Male,Delhi,Gold,03-06-2023,210
5469,37,Male,Kolkata,Gold,01-08-2023,960
5470,51,Male,Delhi,Gold,01-01-2022,9719
5471,22,Male,Delhi,Silver,06-06-2021,1377
5472,35,Male,Hyderabad,Platinum,21-03-2021,9368
5473,56,Female,Hyderabad,Silver,18-05-2023,2692
5474,60,Male,Mumbai,Silver,30-09-2021,2589
5475,28,Male,Hyderabad,Gold,22-10-2022,6564
5476,34,Male,Delhi,Silver,19-12-2022,2752
5477,62,Male,Bangalore,Gold,18-09-2022,1682
5478,39,Female,Delhi,Platinum,02-06-2022,2510
5479,54,Male,Kolkata,Gold,01-03-2023,3941
5480,37,Male,Chennai,Platinum,20-08-2021,7485
5481,63,Female,Mumbai,Gold,11-10-2022,7817
5482,23,Female,Hyderabad,Silver,09-06-2021,4039
5483,51,Female,Bangalore,Silver,10-12-2021,7781
5484,31,Male,Chennai,Gold,16-10-2021,2955
5485,40,Female,Bangalore,Platinum,24-07-2021,9214
5486,37,Female,Mumbai,Platinum,22-09-2023,3797
5487,30,Female,Hyderabad,Gold,18-04-2023,8852
5488,64,Male,Kolkata,Silver,01-11-2021,5437
5489,61,Male,Mumbai,Platinum,26-12-2021,1940
5490,58,Female,Bangalore,Gold,01-11-2022,2324
5491,49,Male,Bangalore,Platinum,20-05-2023,9836
5492,43,Male,Mumbai,Silver,04-02-2022,5491
5493,31,Male,Delhi,Platinum,25-03-2022,3297
5494,53,Male,Mumbai,Gold,16-04-2021,5447
5495,25,Male,Hyderabad,Platinum,23-03-2021,4669
